predictions,actuals,location
subpect,subject,data/words/c03/c03-087a/c03-087a-01-03.png
a,a,data/words/g04/g04-043/g04-043-07-08.png
and,and,data/words/d07/d07-093/d07-093-00-02.png
18ast,1931,data/words/h01/h01-010/h01-010-07-06.png
armed,armed,data/words/b06/b06-015/b06-015-02-01.png
someone,welcome,data/words/a05/a05-094/a05-094-03-06.png
he,he,data/words/g06/g06-018o/g06-018o-00-07.png
to,to,data/words/d06/d06-076/d06-076-00-12.png
of,of,data/words/g06/g06-011b/g06-011b-00-03.png
syplons,symptoms,data/words/g06/g06-037g/g06-037g-07-03.png
have,have,data/words/a01/a01-007x/a01-007x-01-01.png
-,-,data/words/g06/g06-011j/g06-011j-09-01.png
reeal,real,data/words/d06/d06-003/d06-003-03-07.png
a,a,data/words/h06/h06-089/h06-089-07-01.png
unchacle,included,data/words/h01/h01-010/h01-010-05-07.png
up,up,data/words/a06/a06-025/a06-025-02-04.png
little,little,data/words/c06/c06-027/c06-027-04-04.png
representendance,repentance,data/words/g07/g07-028b/g07-028b-05-05.png
comeing,Coming,data/words/e02/e02-086/e02-086-00-00.png
course,COURSE,data/words/g07/g07-000a/g07-000a-06-00.png
is,is,data/words/m06/m06-042/m06-042-02-01.png
a,a,data/words/g07/g07-022a/g07-022a-05-01.png
Labour,Labour,data/words/a01/a01-003/a01-003-01-03.png
which,which,data/words/g06/g06-031m/g06-031m-06-02.png
In,In,data/words/f02/f02-044/f02-044-00-00.png
simple,simple,data/words/d01/d01-098/d01-098-02-01.png
a,a,data/words/n06/n06-100/n06-100-08-02.png
over,over,data/words/b03/b03-109/b03-109-05-03.png
.,.,data/words/p06/p06-088/p06-088-08-02.png
something,something,data/words/c04/c04-066/c04-066-01-02.png
bag,bag,data/words/p02/p02-144/p02-144-03-04.png
Air,Fir,data/words/e04/e04-058/e04-058-05-04.png
a,A,data/words/c03/c03-007d/c03-007d-00-01.png
skip,sheep,data/words/r06/r06-044/r06-044-03-06.png
quouted,quoted,data/words/d07/d07-100/d07-100-08-02.png
industasteries,industries,data/words/h07/h07-071a/h07-071a-07-03.png
bounty,beauty,data/words/e01/e01-102/e01-102-01-01.png
turned,turned,data/words/p02/p02-081/p02-081-08-02.png
and,and,data/words/l04/l04-124/l04-124-07-04.png
simple,simple,data/words/d01/d01-049/d01-049-06-00.png
a,a,data/words/f07/f07-039b/f07-039b-08-01.png
",",",",data/words/g06/g06-018g/g06-018g-03-01.png
now,now,data/words/a01/a01-003/a01-003-06-00.png
who,Who,data/words/b04/b04-010/b04-010-00-00.png
the,the,data/words/a05/a05-053/a05-053-08-03.png
the,the,data/words/k02/k02-117/k02-117-05-02.png
a,a,data/words/g04/g04-043/g04-043-04-02.png
Bill,Bill,data/words/n03/n03-091/n03-091-03-02.png
",","""""",data/words/g06/g06-011h/g06-011h-02-08.png
irritated,irritated,data/words/g06/g06-050p/g06-050p-05-04.png
think,While,data/words/g06/g06-026o/g06-026o-04-00.png
with,with,data/words/c03/c03-000f/c03-000f-04-06.png
playgrounds,play-grounds,data/words/c03/c03-007/c03-007-03-06.png
Italian,Julian,data/words/l04/l04-130/l04-130-06-10.png
necessary,necessary,data/words/d06/d06-050/d06-050-01-05.png
units,units,data/words/f01/f01-075/f01-075-10-02.png
have,have,data/words/d01/d01-104/d01-104-00-04.png
a,a,data/words/c04/c04-150/c04-150-02-09.png
of,of,data/words/f02/f02-038/f02-038-03-00.png
the,the,data/words/g06/g06-047r/g06-047r-04-04.png
and,and,data/words/a03/a03-017/a03-017-08-02.png
",",",",data/words/g06/g06-047i/g06-047i-02-12.png
the,the,data/words/g06/g06-045a/g06-045a-06-06.png
it,it,data/words/a03/a03-014/a03-014-05-07.png
the,the,data/words/e04/e04-103/e04-103-03-01.png
his,his,data/words/m04/m04-222/m04-222-04-07.png
they,they,data/words/g03/g03-032/g03-032-07-00.png
it,if,data/words/d06/d06-056/d06-056-05-00.png
to,to,data/words/c03/c03-021f/c03-021f-04-06.png
turned,turned,data/words/b01/b01-089/b01-089-05-06.png
leanus,leaves,data/words/c03/c03-016b/c03-016b-08-06.png
the,the,data/words/n04/n04-060/n04-060-00-11.png
",",",",data/words/f04/f04-079/f04-079-05-04.png
the,the,NO_FILE
said,said,data/words/d04/d04-028/d04-028-02-06.png
it,it,data/words/m06/m06-042/m06-042-03-13.png
visy,wisp,data/words/d06/d06-100/d06-100-04-10.png
middle,middle,data/words/k04/k04-106/k04-106-01-03.png
enough,enough,data/words/a06/a06-051/a06-051-07-00.png
to,to,data/words/l04/l04-141/l04-141-00-02.png
.,.,data/words/b01/b01-004/b01-004-04-02.png
homnonderating,homoeopathy,data/words/k07/k07-134/k07-134-05-03.png
shape,shape,data/words/g06/g06-042o/g06-042o-06-02.png
heanting,heating,data/words/e07/e07-094/e07-094-04-05.png
"""""",",",data/words/r02/r02-006/r02-006-06-05.png
a,a,data/words/d04/d04-050/d04-050-04-03.png
the,the,data/words/n06/n06-074/n06-074-02-09.png
in,in,data/words/e01/e01-092/e01-092-05-01.png
disismment,disarmament,data/words/h02/h02-037/h02-037-03-03.png
fends,friends,data/words/a04/a04-019/a04-019-04-08.png
couple,couple,data/words/f01/f01-135/f01-135-04-01.png
the,the,data/words/b05/b05-055/b05-055-00-11.png
speculising,specialising,data/words/h07/h07-063b/h07-063b-01-06.png
out,out,data/words/b05/b05-038/b05-038-04-04.png
which,which,data/words/l04/l04-124/l04-124-03-03.png
to,to,data/words/d07/d07-100/d07-100-05-03.png
"""","""""",data/words/e07/e07-101/e07-101-09-00.png
with,warmth,data/words/p06/p06-248/p06-248-02-03.png
a,a,data/words/b01/b01-033/b01-033-01-04.png
has,has,data/words/g06/g06-031l/g06-031l-05-12.png
glass,chaos,data/words/a05/a05-017/a05-017-06-05.png
with,with,data/words/d01/d01-019/d01-019-05-03.png
to,to,data/words/c03/c03-016a/c03-016a-02-07.png
produced,produced,data/words/e04/e04-099/e04-099-02-03.png
is,is,data/words/c06/c06-047/c06-047-02-00.png
he,he,data/words/e07/e07-101/e07-101-01-10.png
to,to,data/words/l04/l04-124/l04-124-07-05.png
scrowned,scorned,data/words/g07/g07-003b/g07-003b-07-03.png
.,.,data/words/g04/g04-108/g04-108-02-00.png
have,have,data/words/a06/a06-134/a06-134-05-06.png
un-em,confidence,data/words/f07/f07-088a/f07-088a-02-08.png
of,of,data/words/n01/n01-004/n01-004-02-02.png
the,the,data/words/g04/g04-011/g04-011-02-05.png
in,in,data/words/g02/g02-062/g02-062-01-07.png
find,find,data/words/n04/n04-022/n04-022-07-00.png
American,American,data/words/g01/g01-025/g01-025-03-04.png
may,may,data/words/b06/b06-082/b06-082-07-04.png
make,make,data/words/h02/h02-022/h02-022-05-02.png
support,support,data/words/p01/p01-168/p01-168-00-05.png
they,they,data/words/a01/a01-072x/a01-072x-00-01.png
of,of,data/words/c04/c04-004/c04-004-04-03.png
was,was,data/words/f07/f07-006/f07-006-06-03.png
Bura,Barton,data/words/m03/m03-095/m03-095-07-01.png
the,the,data/words/g03/g03-052/g03-052-08-05.png
the,the,data/words/f04/f04-083/f04-083-03-06.png
Dato,Mauro,data/words/d06/d06-072/d06-072-03-04.png
.,.,data/words/g06/g06-047e/g06-047e-04-11.png
the,the,data/words/h04/h04-057/h04-057-09-04.png
had,had,data/words/f01/f01-147/f01-147-00-05.png
of,of,data/words/m01/m01-038/m01-038-06-04.png
as,as,data/words/b01/b01-033/b01-033-01-05.png
of,of,data/words/e04/e04-030/e04-030-06-02.png
will,will,data/words/a01/a01-030u/a01-030u-00-05.png
Americacious,Americans,data/words/g06/g06-031h/g06-031h-06-07.png
movement,movement,data/words/a01/a01-068u/a01-068u-03-00.png
to,to,data/words/b06/b06-049/b06-049-03-00.png
TO,To,data/words/b01/b01-044/b01-044-01-03.png
.,.,data/words/b02/b02-097/b02-097-00-00.png
of,of,data/words/a04/a04-054/a04-054-00-09.png
first,first,data/words/a04/a04-031/a04-031-08-02.png
such,such,data/words/a01/a01-087u/a01-087u-08-04.png
",",",",data/words/g05/g05-098/g05-098-04-09.png
health,health,data/words/c03/c03-003d/c03-003d-06-08.png
half,help,data/words/g06/g06-011o/g06-011o-02-03.png
said,said,data/words/p02/p02-101/p02-101-04-01.png
.,.,data/words/n06/n06-148/n06-148-06-05.png
Loss,loss,data/words/h02/h02-012/h02-012-03-08.png
the,the,data/words/m04/m04-200/m04-200-02-08.png
appueds,aqueducts,data/words/h01/h01-014/h01-014-00-03.png
had,had,data/words/k04/k04-103/k04-103-02-03.png
formle,fondle,data/words/k04/k04-033/k04-033-04-05.png
pout,put,data/words/n02/n02-104/n02-104-02-03.png
all,all,data/words/g04/g04-052/g04-052-04-01.png
repepots,reports,data/words/l07/l07-065/l07-065-02-01.png
told,told,data/words/a02/a02-032/a02-032-04-09.png
It,It,data/words/g06/g06-089/g06-089-02-05.png
reombples,resembles,data/words/b06/b06-097/b06-097-03-02.png
"""","""",data/words/a05/a05-116/a05-116-04-03.png
and,and,data/words/f01/f01-139/f01-139-03-08.png
late,late,data/words/b04/b04-169/b04-169-06-06.png
queer,queer,data/words/e07/e07-012/e07-012-01-05.png
a,a,data/words/c03/c03-096d/c03-096d-07-07.png
18,13,data/words/g06/g06-011j/g06-011j-04-02.png
the,the,data/words/a01/a01-007/a01-007-00-03.png
of,of,data/words/a01/a01-038x/a01-038x-01-04.png
is,is,data/words/f03/f03-182/f03-182-06-07.png
jury,Jury,data/words/b01/b01-038/b01-038-00-04.png
of,of,data/words/c04/c04-122/c04-122-05-11.png
danger,danger,data/words/h02/h02-017/h02-017-00-04.png
an,an,data/words/h06/h06-089/h06-089-06-01.png
",","""""",data/words/a01/a01-030x/a01-030x-04-03.png
:,:,data/words/g06/g06-050e/g06-050e-06-00.png
the,the,data/words/k04/k04-050/k04-050-02-07.png
very,very,data/words/h07/h07-028/h07-028-05-02.png
latinent,Cabinet,data/words/k03/k03-152/k03-152-02-07.png
and,and,data/words/a03/a03-027/a03-027-04-03.png
I,I,data/words/p02/p02-069/p02-069-03-02.png
In,In,data/words/e04/e04-068/e04-068-00-00.png
definite,definite,data/words/g01/g01-027/g01-027-00-00.png
responsplicity,responsibility,data/words/m03/m03-095/m03-095-06-02.png
would,would,data/words/h02/h02-028/h02-028-05-04.png
spole,spoke,data/words/c03/c03-081c/c03-081c-02-01.png
and,and,data/words/p06/p06-042/p06-042-00-03.png
",",",",data/words/n01/n01-057/n01-057-06-04.png
decouted,devoted,data/words/g06/g06-018o/g06-018o-06-04.png
the,the,data/words/b04/b04-134/b04-134-03-04.png
;,;,data/words/r02/r02-038/r02-038-04-07.png
a,a,data/words/b04/b04-103/b04-103-03-04.png
role,role,data/words/d01/d01-049/d01-049-05-07.png
",",",",data/words/b06/b06-000/b06-000-03-06.png
in,in,data/words/b04/b04-134/b04-134-03-02.png
Now,Now,data/words/b03/b03-087/b03-087-02-03.png
of,of,data/words/p03/p03-029/p03-029-00-00.png
so,so,data/words/l04/l04-020/l04-020-06-02.png
conritated,convicted,data/words/g06/g06-026p/g06-026p-00-07.png
heart,heart,data/words/a02/a02-082/a02-082-06-04.png
in,in,data/words/k04/k04-119/k04-119-02-01.png
were,were,data/words/a01/a01-058/a01-058-03-03.png
as,as,data/words/b04/b04-020/b04-020-00-06.png
well-of,well-off,data/words/f07/f07-084a/f07-084a-01-03.png
Miss,Miss,data/words/r06/r06-011/r06-011-01-02.png
the,the,data/words/c03/c03-081f/c03-081f-05-04.png
an,man,data/words/b06/b06-019/b06-019-05-02.png
suppers,supporters,data/words/p06/p06-242/p06-242-02-09.png
"""","""",data/words/a01/a01-091/a01-091-10-00.png
on,on,data/words/m01/m01-084/m01-084-07-06.png
.,.,data/words/h01/h01-024/h01-024-06-01.png
and,and,data/words/g06/g06-050m/g06-050m-02-02.png
of,of,data/words/b04/b04-169/b04-169-02-05.png
to,to,data/words/b04/b04-066/b04-066-00-03.png
-,-,data/words/k04/k04-000/k04-000-02-08.png
cash,cash,data/words/c04/c04-000/c04-000-03-13.png
years,years,data/words/g01/g01-034/g01-034-03-05.png
the,the,data/words/p03/p03-023/p03-023-00-10.png
the,the,data/words/r06/r06-070/r06-070-08-02.png
recently,recently,data/words/h06/h06-092/h06-092-07-03.png
than,than,data/words/h07/h07-054a/h07-054a-01-04.png
come,come,data/words/e07/e07-101/e07-101-03-06.png
method,method,data/words/d04/d04-117/d04-117-06-10.png
also,also,data/words/g06/g06-042b/g06-042b-05-02.png
call,care,data/words/c04/c04-116/c04-116-00-02.png
in,in,data/words/e02/e02-018/e02-018-02-06.png
know,know,data/words/r02/r02-131/r02-131-03-03.png
at,of,data/words/k07/k07-166/k07-166-04-08.png
this,thirst,data/words/b03/b03-098/b03-098-05-07.png
",",",",data/words/n06/n06-123/n06-123-10-00.png
to,to,data/words/n03/n03-120/n03-120-06-06.png
is,To,data/words/b01/b01-089/b01-089-04-06.png
discosition,dissolution,data/words/b02/b02-102/b02-102-00-00.png
through,through,data/words/g06/g06-031j/g06-031j-06-06.png
so,go,data/words/h07/h07-080/h07-080-04-04.png
has,his,data/words/d06/d06-046/d06-046-09-05.png
",",",",data/words/g07/g07-028b/g07-028b-06-03.png
Naples,Naples,data/words/b01/b01-053/b01-053-02-07.png
before,before,data/words/g06/g06-011c/g06-011c-01-00.png
make,make,data/words/f04/f04-100/f04-100-02-01.png
the,the,data/words/e02/e02-021/e02-021-06-09.png
",",",",data/words/r06/r06-097/r06-097-07-06.png
the,the,data/words/f04/f04-046/f04-046-00-08.png
Ifor,Ifor,data/words/m04/m04-131/m04-131-03-01.png
upon,upon,data/words/m04/m04-200/m04-200-02-04.png
particularly,particularly,data/words/d06/d06-000/d06-000-08-03.png
the,the,data/words/g06/g06-011e/g06-011e-07-10.png
minute,minute,data/words/r06/r06-022/r06-022-05-04.png
provision,prohibition,data/words/a01/a01-128u/a01-128u-01-04.png
a,a,data/words/a05/a05-099/a05-099-06-00.png
first,first,data/words/g01/g01-034/g01-034-07-05.png
to,to,data/words/a06/a06-128/a06-128-00-05.png
cheled,checked,data/words/g01/g01-067/g01-067-06-05.png
as,as,data/words/j04/j04-094/j04-094-05-04.png
over,over,data/words/c06/c06-058/c06-058-01-05.png
absorption,absorption,data/words/d06/d06-096/d06-096-07-03.png
",",",",data/words/p01/p01-155/p01-155-08-03.png
Shamir,Shamir,data/words/a01/a01-107u/a01-107u-03-02.png
L.,L.S.W.R.,data/words/d04/d04-021/d04-021-01-05.png
glass,guess,data/words/f04/f04-028/f04-028-03-08.png
ins,us,data/words/m02/m02-059/m02-059-01-13.png
had,had,data/words/n06/n06-128/n06-128-00-04.png
from,from,data/words/m02/m02-102/m02-102-02-07.png
.,.,data/words/e04/e04-019/e04-019-03-00.png
to,to,data/words/n04/n04-060/n04-060-03-11.png
Sir,Sir,data/words/a05/a05-116/a05-116-06-08.png
under,under,data/words/a01/a01-030x/a01-030x-06-05.png
Anglesey,Anglesey,data/words/g06/g06-045a/g06-045a-05-04.png
had,had,data/words/g06/g06-047i/g06-047i-06-00.png
",",",",data/words/g07/g07-034/g07-034-01-05.png
AND,AND,data/words/g06/g06-042p/g06-042p-00-07.png
integral,integral,data/words/g07/g07-007a/g07-007a-00-03.png
Sepate,separate,data/words/c03/c03-007b/c03-007b-06-08.png
for,for,data/words/h01/h01-018/h01-018-02-00.png
the,the,data/words/b01/b01-073/b01-073-08-01.png
In,In,data/words/b03/b03-087/b03-087-03-08.png
sereme,Serena,data/words/g01/g01-025/g01-025-00-00.png
some,some,data/words/r03/r03-030/r03-030-00-04.png
follow,fellow,data/words/m02/m02-075/m02-075-01-07.png
is,is,data/words/p03/p03-103/p03-103-00-05.png
I,I,data/words/a05/a05-017/a05-017-08-02.png
end,out,data/words/g06/g06-026h/g06-026h-00-10.png
England,England,data/words/b04/b04-147/b04-147-03-05.png
editor,editor,data/words/g06/g06-018g/g06-018g-01-00.png
course,course,data/words/c03/c03-094c/c03-094c-02-07.png
as,as,data/words/r03/r03-090/r03-090-04-06.png
myception,suggestion,data/words/g06/g06-011r/g06-011r-01-07.png
medicine,medicine,data/words/g01/g01-088/g01-088-06-01.png
the,the,data/words/a01/a01-096u/a01-096u-04-02.png
said,soil,data/words/k03/k03-138/k03-138-02-13.png
",",",",data/words/b06/b06-079/b06-079-04-05.png
in,in,data/words/k07/k07-122/k07-122-01-06.png
Hasion,season,data/words/p02/p02-076/p02-076-06-05.png
cacket,crochet,data/words/g06/g06-018n/g06-018n-00-03.png
put,put,data/words/e01/e01-086/e01-086-00-08.png
que,we,data/words/a02/a02-053/a02-053-06-07.png
been,been,data/words/n02/n02-109/n02-109-01-04.png
fearing,feeling,data/words/g06/g06-042c/g06-042c-01-06.png
said,said,data/words/g07/g07-022a/g07-022a-06-03.png
of,of,data/words/n04/n04-130/n04-130-01-04.png
her,her,data/words/g06/g06-031p/g06-031p-06-03.png
reading,riding,data/words/k04/k04-075/k04-075-02-03.png
probably,probably,data/words/n03/n03-091/n03-091-04-03.png
use,use,data/words/a01/a01-063/a01-063-02-05.png
know,know,data/words/e04/e04-079/e04-079-05-03.png
learning,learning,data/words/r03/r03-096/r03-096-04-10.png
that,that,data/words/d05/d05-025/d05-025-03-01.png
about,about,data/words/e06/e06-003/e06-003-00-04.png
chomate,chromate,data/words/a05/a05-084/a05-084-01-04.png
her,his,data/words/j04/j04-015/j04-015-00-07.png
aged,aged,data/words/r02/r02-078/r02-078-04-02.png
"""""","""",data/words/g06/g06-045e/g06-045e-05-08.png
of,of,data/words/a01/a01-132/a01-132-02-06.png
for,for,data/words/e02/e02-086/e02-086-02-04.png
tone,tore,data/words/m01/m01-079/m01-079-02-03.png
the,the,data/words/p06/p06-047/p06-047-10-01.png
more,more,data/words/d04/d04-032/d04-032-06-00.png
where,Where,data/words/m02/m02-069/m02-069-07-02.png
most,must,data/words/j06/j06-000/j06-000-03-05.png
One,are,data/words/n02/n02-098/n02-098-01-05.png
.,.,data/words/e02/e02-000/e02-000-02-00.png
still,still,data/words/g07/g07-022b/g07-022b-05-03.png
to,to,data/words/g06/g06-011g/g06-011g-00-07.png
are,are,data/words/b04/b04-026/b04-026-00-07.png
position,position,data/words/c03/c03-021b/c03-021b-07-06.png
be,be,data/words/e04/e04-015/e04-015-04-05.png
to,to,data/words/h02/h02-028/h02-028-07-09.png
into,into,data/words/a06/a06-095/a06-095-08-00.png
a,a,data/words/m04/m04-131/m04-131-02-03.png
to,to,data/words/e07/e07-112/e07-112-01-05.png
",","""""",data/words/a01/a01-007/a01-007-07-02.png
.,.,data/words/g06/g06-011g/g06-011g-02-09.png
and,and,data/words/g03/g03-043/g03-043-03-07.png
scientific,scientific,data/words/c03/c03-000b/c03-000b-02-06.png
important,important,data/words/a03/a03-063/a03-063-10-05.png
That,That,data/words/h05/h05-012/h05-012-03-03.png
his,his,data/words/a01/a01-132x/a01-132x-00-01.png
the,the,data/words/n04/n04-084/n04-084-02-03.png
The,The,data/words/k04/k04-103/k04-103-07-03.png
This,This,data/words/e01/e01-102/e01-102-01-05.png
after,afternoon,data/words/a05/a05-099/a05-099-05-00.png
and,and,data/words/r06/r06-053/r06-053-09-01.png
sufficient,sufficient,data/words/f04/f04-064/f04-064-07-04.png
supper,supper,data/words/h02/h02-012/h02-012-09-00.png
lead,Dead,data/words/f07/f07-088b/f07-088b-05-02.png
always,always,data/words/n06/n06-100/n06-100-06-06.png
so,so,data/words/c03/c03-094d/c03-094d-05-06.png
Marily,Marilyn,data/words/f04/f04-061/f04-061-03-04.png
.,.,data/words/c04/c04-008/c04-008-01-06.png
in,in,data/words/b05/b05-038/b05-038-08-03.png
also,also,data/words/a05/a05-113/a05-113-02-06.png
Chief,Chief,data/words/a03/a03-009/a03-009-06-07.png
in,in,data/words/f04/f04-028/f04-028-04-03.png
come,come,data/words/p03/p03-112/p03-112-08-01.png
the,the,data/words/g07/g07-030/g07-030-04-06.png
of,of,data/words/d06/d06-027/d06-027-04-07.png
of,of,data/words/k03/k03-152/k03-152-03-06.png
safter,safer,data/words/h07/h07-040b/h07-040b-05-01.png
Mau,Mauro,data/words/e07/e07-090/e07-090-03-00.png
rest,rest,data/words/g06/g06-047a/g06-047a-06-02.png
sculings,seedlings,data/words/n01/n01-045/n01-045-04-03.png
long,long,data/words/e07/e07-098/e07-098-00-05.png
it,it,data/words/b01/b01-053/b01-053-05-06.png
and,and,data/words/b02/b02-035/b02-035-10-00.png
written,written,data/words/m01/m01-032/m01-032-07-09.png
the,the,data/words/d01/d01-052/d01-052-01-00.png
like,like,data/words/c02/c02-022/c02-022-01-00.png
",",",",data/words/c03/c03-096e/c03-096e-06-07.png
and,and,data/words/g06/g06-050k/g06-050k-01-03.png
they,they,data/words/g01/g01-067/g01-067-09-04.png
tradional,traditional,data/words/k03/k03-144/k03-144-07-07.png
your,yourself,data/words/g01/g01-039/g01-039-02-04.png
",",",",data/words/k04/k04-017/k04-017-00-04.png
the,the,data/words/g06/g06-018k/g06-018k-01-03.png
rose,rose,data/words/a05/a05-069/a05-069-08-02.png
King,King,data/words/a06/a06-014/a06-014-01-00.png
Maxia,Maria,data/words/g06/g06-109/g06-109-01-00.png
you,you,data/words/k04/k04-022/k04-022-01-07.png
run,run,data/words/e04/e04-058/e04-058-00-01.png
these,these,data/words/l07/l07-103/l07-103-03-03.png
discicesples,disciples,data/words/n04/n04-044/n04-044-02-08.png
necessful,successful,data/words/g06/g06-047b/g06-047b-04-01.png
whatever,whatever,data/words/g03/g03-040/g03-040-06-06.png
was,was,data/words/l07/l07-085/l07-085-03-00.png
.,.,data/words/p03/p03-142/p03-142-05-00.png
know,know,data/words/a01/a01-077u/a01-077u-08-03.png
you,zone,data/words/p03/p03-069/p03-069-04-11.png
modern,modern,data/words/a04/a04-072/a04-072-02-04.png
of,of,data/words/c04/c04-105/c04-105-06-03.png
like,like,data/words/c03/c03-021d/c03-021d-06-02.png
ts,As,data/words/p03/p03-163/p03-163-04-03.png
was,was,data/words/m01/m01-022/m01-022-03-11.png
Italian,Milan,data/words/m01/m01-125/m01-125-09-04.png
with,with,data/words/n01/n01-031/n01-031-04-02.png
at,at,data/words/k07/k07-146/k07-146-08-05.png
her,her,data/words/m01/m01-136/m01-136-07-00.png
slalks,Italy,data/words/g07/g07-028b/g07-028b-01-00.png
up,up,data/words/g06/g06-045g/g06-045g-03-06.png
in,in,data/words/p01/p01-147/p01-147-03-04.png
tireders,tiredness,data/words/g06/g06-047l/g06-047l-04-03.png
so,"""",data/words/d06/d06-046/d06-046-03-00.png
hop,hope,data/words/c04/c04-128/c04-128-00-13.png
has,has,data/words/b05/b05-032/b05-032-09-00.png
some,some,data/words/a06/a06-044/a06-044-02-01.png
mind,wind,data/words/k03/k03-152/k03-152-03-08.png
to,to,data/words/c06/c06-011/c06-011-07-04.png
"""ll""","""ll""",data/words/b01/b01-038/b01-038-09-02.png
enen,edges,data/words/n06/n06-074/n06-074-06-01.png
the,the,data/words/e04/e04-022/e04-022-06-05.png
syemptons,symptoms,data/words/f07/f07-046b/f07-046b-04-02.png
can,can,data/words/g06/g06-037c/g06-037c-08-07.png
sudonly,suddenly,data/words/e01/e01-032/e01-032-06-04.png
was,was,data/words/l03/l03-004/l03-004-06-00.png
.,.,data/words/f07/f07-016/f07-016-00-01.png
windows,unions,data/words/k02/k02-036/k02-036-01-07.png
you,your,data/words/b06/b06-064/b06-064-01-01.png
as,as,data/words/f03/f03-169/f03-169-03-03.png
reompeared,reopened,data/words/g03/g03-052/g03-052-09-01.png
young,younger,data/words/b04/b04-187/b04-187-01-00.png
.,-,data/words/h04/h04-052/h04-052-07-07.png
AY,ANY,data/words/a01/a01-049/a01-049-05-04.png
that,that,data/words/g07/g07-003a/g07-003a-03-10.png
actual,actual,data/words/k04/k04-115/k04-115-03-05.png
with,with,data/words/d07/d07-089/d07-089-08-00.png
over,over,data/words/g02/g02-065/g02-065-00-03.png
foodly,forty,data/words/h07/h07-003/h07-003-06-03.png
Laste,taste,data/words/j04/j04-008/j04-008-02-03.png
consising,consisting,data/words/g07/g07-050/g07-050-07-07.png
",",",",data/words/h04/h04-061/h04-061-03-03.png
queress,queerness,data/words/r06/r06-035/r06-035-00-01.png
",",I,data/words/f01/f01-135/f01-135-07-04.png
strribe,strike,data/words/g06/g06-031a/g06-031a-03-03.png
and,and,data/words/g03/g03-016/g03-016-04-03.png
your,your,data/words/b06/b06-036/b06-036-01-00.png
She,She,data/words/p02/p02-121/p02-121-01-04.png
",",),data/words/r06/r06-111/r06-111-02-04.png
be,be,data/words/h07/h07-063b/h07-063b-07-08.png
"""Gocentments""","""Governments""",data/words/h02/h02-040/h02-040-03-04.png
on,on,data/words/a05/a05-048/a05-048-02-00.png
much,much,data/words/h07/h07-063b/h07-063b-00-05.png
Dung,During,data/words/g06/g06-011p/g06-011p-01-07.png
is,is,data/words/r06/r06-027/r06-027-06-03.png
of,of,data/words/g06/g06-018n/g06-018n-10-01.png
assisant,assistant,data/words/e04/e04-015/e04-015-01-06.png
PRESIDENT,PRESIDENT,data/words/a04/a04-006/a04-006-08-05.png
walk,wake,data/words/a01/a01-058u/a01-058u-00-00.png
he,he,data/words/d06/d06-030/d06-030-02-05.png
Camp,Camp,data/words/g06/g06-011b/g06-011b-00-06.png
of,of,data/words/f04/f04-046/f04-046-03-06.png
despair,despair,data/words/a02/a02-078/a02-078-07-00.png
pain,pair,data/words/g06/g06-050r/g06-050r-07-00.png
Nick,Nick,data/words/r06/r06-027/r06-027-02-09.png
sonderly,soundly,data/words/l01/l01-119/l01-119-00-04.png
gthereered,gathered,data/words/k02/k02-053/k02-053-00-02.png
been,been,data/words/f04/f04-079/f04-079-06-03.png
come,gone,data/words/g06/g06-037i/g06-037i-06-07.png
is,is,data/words/r03/r03-110/r03-110-01-01.png
",",",",data/words/d07/d07-100/d07-100-01-00.png
bourge,bargain,data/words/d06/d06-091/d06-091-07-01.png
.,.,data/words/r06/r06-011/r06-011-02-00.png
antliamentears,antimacassars,data/words/n04/n04-048/n04-048-09-02.png
The,The,data/words/e01/e01-055/e01-055-02-04.png
Arthur,Arthur,data/words/d05/d05-040/d05-040-02-05.png
-,.,data/words/g06/g06-018g/g06-018g-03-00.png
knew,knew,data/words/g04/g04-072/g04-072-08-01.png
we,we,data/words/g07/g07-079a/g07-079a-04-00.png
"""""","""",data/words/r06/r06-126/r06-126-00-03.png
someone,resume,data/words/d04/d04-028/d04-028-00-10.png
an,one,data/words/a01/a01-043u/a01-043u-01-00.png
I,I,data/words/p03/p03-012/p03-012-03-00.png
in,in,data/words/n06/n06-175/n06-175-01-10.png
House,House,data/words/b04/b04-047/b04-047-01-01.png
her,her,data/words/a01/a01-020x/a01-020x-01-01.png
that,that,data/words/f04/f04-035/f04-035-02-02.png
miracle,menace,data/words/c03/c03-096f/c03-096f-06-02.png
passage,passage,data/words/b01/b01-023/b01-023-01-03.png
In,In,data/words/j07/j07-015/j07-015-02-04.png
;,;,data/words/j01/j01-070/j01-070-03-05.png
),),data/words/k02/k02-062/k02-062-07-04.png
Pier-,Pier-,data/words/c06/c06-103/c06-103-00-04.png
to,to,data/words/a02/a02-012/a02-012-01-06.png
attempts,attempts,data/words/g07/g07-014b/g07-014b-03-08.png
his,his,data/words/a01/a01-068u/a01-068u-06-02.png
the,the,data/words/a01/a01-058u/a01-058u-05-04.png
near,near,data/words/a02/a02-106/a02-106-09-04.png
very,very,data/words/g06/g06-050c/g06-050c-01-04.png
had,had,data/words/g06/g06-011o/g06-011o-10-02.png
could,caught,data/words/g06/g06-037i/g06-037i-08-04.png
their,their,data/words/e06/e06-053/e06-053-00-06.png
her,her,data/words/g03/g03-052/g03-052-04-04.png
is,is,data/words/g07/g07-022a/g07-022a-07-05.png
-,.,data/words/e04/e04-052/e04-052-06-00.png
